Dalby Airport,OC,AU,DBY
Ronald Reagan Washington National Airport,NA,US,DCA
Canefield Airport,NA,DM,DCF
Dubai Creek SPB,AS,AE,DCG
Decimomannu Air Base,EU,IT,DCI
Dahl Creek Airport,NA,US,DCK
Castres-Mazamet Airport,EU,FR,DCM
RAAF Base Curtin,OC,AU,DCN
Decatur HI-Way Airfield,NA,US,DCR
Duncan Town Airport,NA,BS,DCT
Pryor Field Regional Airport,NA,US,DCU
Daocheng Yading Airport,AS,CN,DCY
Dodge City Regional Airport,NA,US,DDC
Dandong Airport,AS,CN,DDG
Dodoima Airport,OC,PG,DDM
Delta Downs Airport,OC,AU,DDN
Dorado Beach Airport,NA,PR,DDP
Dadu West Airport,AS,PK,DDU
Dadu Airport,AS,PK,DDU
Dera Ghazi Khan Airport,AS,PK,DEA
Debrecen International Airport,EU,HU,DEB
Decatur Airport,NA,US,DEC
Dehradun Airport,AS,IN,DED
Mendeleyevo Airport,AS,RU,DEE
Dezful Airport,AS,IR,DEF
Decorah Municipal Airport,NA,US,DEH
Denis Island Airport,AF,SC,DEI
Indira Gandhi International Airport,AS,IN,DEL
Dembidollo Airport,AF,ET,DEM
Denver International Airport,NA,US,DEN
Daporijo Airport,AS,IN,DEP
Derim Airport,OC,PG,DER
Desroches Airport,AF,SC,DES
Coleman A. Young Municipal Airport,NA,US,DET
Nop Goliat Airport,AS,ID,DEX
Deir ez-Zor Air Base,AS,SY,DEZ
Defiance Memorial Airport,NA,US,DFI
Drumduff Airport,OC,AU,DFP
Dallas Fort Worth International Airport,NA,US,DFW
Dangriga Airport,NA,BZ,DGA
Degah Bur Airport,AF,ET,DGC
Dalgaranga Gold Mine Airport,OC,AU,DGD
Mudgee Airport,OC,AU,DGE
Douglas Lake Airport,NA,CA,DGF
Fishermans Airfield,OC,PG,DGG
Douglas Municipal Airport,NA,US,DGL
Dandugama Seaplane Base,AS,LK,DGM
Dahlgren Naval Surface Warfare Center Airport,NA,US,DGN
General Guadalupe Victoria International Airport,NA,MX,DGO
Daugavpils Intrenational Airport,EU,LV,DGP
Dargaville Aerodrome,OC,NZ,DGR
Sibulan Airport,AS,PH,DGT
Dedougou Airport,AF,BF,DGU
Converse County Airport,NA,US,DGW
King Abdulaziz Air Base,AS,SA,DHA
Deer Harbor SPB,NA,US,DHB
Durham Downs Airport,OC,AU,DHD
Al Dhafra Air Base,AS,AE,DHF
Dhangarhi Airport,AS,NP,DHI
Kangra Airport,AS,IN,DHM
Dothan Regional Airport,NA,US,DHN
De Kooy Airport,EU,NL,DHR
Dalhart Municipal Airport,NA,US,DHT
Dibrugarh Airport,AS,IN,DIB
Arrachart Airport,AF,MG,DIE
Diqing Airport,AS,CN,DIG
Dijon-Bourgogne Airport,EU,FR,DIJ
Dickinson Theodore Roosevelt Regional Airport,NA,US,DIK
Presidente Nicolau Lobato International Airport,AS,TL,DIL
Dimbokro Airport,AF,CI,DIM
Dien Bien Phu Airport,AS,VN,DIN
Diapaga Airport,AF,BF,DIP
Brigadeiro Cabral Airport,SA,BR,DIQ
Aba Tenna Dejazmach Yilma International Airport,AF,ET,DIR
Ngot Nzoungou Airport,AF,CG,DIS
Diu Airport,AS,IN,DIU
Mawella Lagoon Seaplane Base,AS,LK,DIW
Diyarbakir Airport,AS,TR,DIY
Djougou Airport,AF,BJ,DJA
Sultan Thaha Airport,AS,ID,DJB
Djerba Zarzis International Airport,AF,TN,DJE
Djanet Inedbirene Airport,AF,DZ,DJG
Jebel Ali Seaplane Base,AS,AE,DJH
Sentani Airport,AS,ID,DJJ
Djambala Airport,AF,CG,DJM
Delta Junction Airport,NA,US,DJN
Daloa Airport,AF,CI,DJO
Dajarra Airport,OC,AU,DJR
Dj̼pivogur Airport,EU,IS,DJU
Katsina Airport,AF,NG,DKA
Dunk Island Airport,OC,AU,DKI
Chautauqua County-Dunkirk Airport,NA,US,DKK
L̩opold S̩dar Senghor International Airport,AF,SN,DKR
Dikson Airport,AS,RU,DKS
Docker River Airport,OC,AU,DKV
Douala International Airport,AF,CM,DLA
Zhoushuizi Airport,AS,CN,DLC
Geilo Airport Dagali,EU,NO,DLD
Dole-Tavaux Airport,EU,FR,DLE
Laughlin Air Force Base,NA,US,DLF
Dillingham Airport,NA,US,DLG
Duluth International Airport,NA,US,DLH
Lien Khuong Airport,AS,VN,DLI
Dulkaninna Airport,OC,AU,DLK
Dillon County Airport,NA,US,DLL
Dalaman International Airport,AS,TR,DLM
Dillon Airport,NA,US,DLN
Columbia Gorge Regional the Dalles Municipal Airport,NA,US,DLS
Dali Airport,AS,CN,DLU
Delissaville Airport,OC,AU,DLV
Dillon's Bay Airport,OC,VU,DLY
Dalanzadgad Airport,AS,MN,DLZ
Davis Monthan Air Force Base,NA,US,DMA
Taraz Airport,AS,KZ,DMB
Doomadgee Airport,OC,AU,DMD
Domodedovo International Airport,EU,RU,DME
Don Mueang International Airport,AS,TH,DMK
King Fahd International Airport,AS,SA,DMM
Deming Municipal Airport,NA,US,DMN
Sedalia Memorial Airport,NA,US,DMO
Diamantino Airport,SA,BR,DMT
Dimapur Airport,AS,IN,DMU
Kadena Air Base,AS,JP,DNA
Dunbar Airport,OC,AU,DNB
Dundee Airport,EU,GB,DND
Martubah Airport,AF,LY,DNF
Doongan Airport,OC,AU,DNG
Dunhuang Airport,AS,CN,DNH
Wad Medani Airport,AF,SD,DNI
Dnipropetrovsk International Airport,EU,UA,DNK
Daniel Field,NA,US,DNL
Dalton Municipal Airport,NA,US,DNN
Dian�_polis Airport,SA,BR,DNO
Tulsipur Airport,AS,NP,DNP
Deniliquin Airport,OC,AU,DNQ
Dinard-Pleurtuit-Saint-Malo Airport,EU,FR,DNR
Denison Municipal Airport,NA,US,DNS
Dinangat Airport,OC,PG,DNU
Vermilion Regional Airport,NA,US,DNV
Galegu Airport,AF,SD,DNX
��ardak Airport,AS,TR,DNZ
Doany Airport,AF,MG,DOA
Rar Gwamar Airport,AS,ID,DOB
Dornoch Airfield,EU,GB,DOC
Dodoma Airport,AF,TZ,DOD
Djumu-Djomoe Airport,SA,SR,DOE
Dongola Airport,AF,SD,DOG
Hamad International Airport,AS,QA,DOH
Doini Airport,OC,PG,DOI
Donetsk International Airport,EU,UA,DOK
Deauville-Saint-Gatien Airport,EU,FR,DOL
Melville Hall Airport,NA,DM,DOM
Dos Lagunas Airport,NA,GT,DON
Dorobisoro Airport,OC,PG,DOO
Dolpa Airport,AS,NP,DOP
Dori Airport,AF,BF,DOR
Dios Airport,OC,PG,DOS
Dourados Airport,SA,BR,DOU
Dover Air Force Base,NA,US,DOV
Dongara Airport,OC,AU,DOX
Dongying Shengli Airport,AS,CN,DOY
Dupage Airport,NA,US,DPA
St Aubin Airport,EU,FR,DPE
Michael AAF (Dugway Proving Ground) Airport,NA,US,DPG
Deer Park Airport,NA,US,DPK
Dipolog Airport,AS,PH,DPL
Devonport Airport,OC,AU,DPO
Ngurah Rai (Bali) International Airport,AS,ID,DPS
Deputatskiy Airport,EU,RU,DPT
Dumpu Airport,OC,PG,DPU
Saertu Airport,AS,CN,DQA
Alpine Airstrip,NA,US,DQH
Duqm International Airport,AS,OM,DQM
Desert Rock Airport,NA,US,DRA
Derby Airport,OC,AU,DRB
Dirico Airport,AF,AO,DRC
Dorunda Airport,OC,AU,DRD
Drummond Island Airport,NA,US,DRE
Drift River Airport,NA,US,DRF
Deering Airport,NA,US,DRG
Dabra Airport,AS,ID,DRH
Beauregard Regional Airport,NA,US,DRI
Drietabbetje Airport,SA,SR,DRJ
Drake Bay Airport,NA,CR,DRK
Dirranbandi Airport,OC,AU,DRN
Durango La Plata County Airport,NA,US,DRO
Durrie Airport,OC,AU,DRR
Dresden Airport,EU,DE,DRS
Del Rio International Airport,NA,US,DRT
Drummond Airport,NA,US,DRU
Dharavandhoo Airport,AS,MV,DRV
Darwin International Airport,OC,AU,DRW
Drysdale River Airport,OC,AU,DRY
Robin Hood Doncaster Sheffield Airport,EU,GB,DSA
Dschang Airport,AF,CM,DSC
La D̩sirade Airport,NA,GP,DSD
Combolcha Airport,AF,ET,DSE
Dilasag Airport,AS,PH,DSG
Destin Executive Airport,NA,US,DSI
Dera Ismael Khan Airport,AS,PK,DSK
Des Moines International Airport,NA,US,DSM
Ordos Ejin Horo Airport,AS,CN,DSN
Sondok Airport,AS,KP,DSO
Diass-Thies Blaise Diagne International Airport,AF,SN,DSS
Dansville Municipal Airport,NA,US,DSV
Dongsha Island Airport,AS,TW,DSX
Delta Municipal Airport,NA,US,DTA
Silangit Airport,AS,ID,DTB
Datadawai Airport,AS,ID,DTD
Daet Airport,AS,PH,DTE
Furnace Creek Airport,NA,US,DTH
Diamantina Airport,SA,BR,DTI
Detroit Lakes Airport - Wething Field,NA,US,DTL
Dortmund Airport,EU,DE,DTM
Shreveport Downtown Airport,NA,US,DTN
Decatur Shores Airport,NA,US,DTR
Wudalianchi Dedu Airport,AS,CN,DTU
Detroit Metropolitan Wayne County Airport,NA,US,DTW
Eaker Field,NA,US,DUA
Dublin Airport,EU,IE,DUB
Halliburton Field,NA,US,DUC
Dunedin Airport,OC,NZ,DUD
Dundo Airport,AF,AO,DUE
Pine Island Airport,NA,US,DUF
Bisbee Douglas International Airport,NA,US,DUG
DuBois Regional Airport,NA,US,DUJ
Mubatuba Airport,AF,ZA,DUK
Pinang Kampai Airport,AS,ID,DUM
Dundas Airport,NA,GL,DUN
Duncan Airport,NA,CA,DUQ
King Shaka International Airport,AF,ZA,DUR
D�_sseldorf Airport,EU,DE,DUS
Unalaska Airport,NA,US,DUT
Andavadoaka Airport,AF,MG,DVD
Diavik Airport,NA,CA,DVK
Devils Lake Regional Airport,NA,US,DVL
Davenport Municipal Airport,NA,US,DVN
Francisco Bangoy International Airport,AS,PH,DVO
Davenport Downs Airport,OC,AU,DVP
Daly River Airport,OC,AU,DVR
Phoenix Deer Valley Airport,NA,US,DVT
Dwangwa Airport,AF,MW,DWA
Soalala Airport,AF,MG,DWB
Al Maktoum International Airport,AS,AE,DWC
King Salman Abdulaziz Airport,AS,SA,DWD
Wright Field,NA,US,DWF
David Wayne Hooks Memorial Airport,NA,US,DWH
Downtown Airpark,NA,US,DWN
Diyawanna Oya Seaplane Base,AS,LK,DWO
Dywer Airbase,AS,AF,DWR
Lake Buena Vista STOLport,NA,US,DWS
Dubai International Airport,AS,AE,DXB
Dixie Airport,OC,AU,DXD
Bruce Campbell Field,NA,US,DXE
Danbury Municipal Airport,NA,US,DXR
Dysart Airport,OC,AU,DYA
Dayong Airport,AS,CN,DYG
Doylestown Airport,NA,US,DYL
Diamantina Lakes Airport,OC,AU,DYM
Ugolny Airport,EU,RU,DYR
Dyess Air Force Base,NA,US,DYS
Dushanbe Airport,AS,TJ,DYU
Daly Waters Airport,OC,AU,DYW
Dzaoudzi Pamandzi International Airport,AF,YT,DZA
Codazzi Airport,SA,CO,DZI
Las Flores Airport,SA,CO,DZI
Zhezkazgan Airport,AS,KZ,DZN
Santa Bernardina International Airport,SA,UY,DZO
Dazu Air Base,AS,CN,DZU
Eagle Airport,NA,US,EAA
Abbse Airport,AS,YE,EAB
Siwo Airport,OC,VU,EAE
Elenak Airport,OC,MH,EAL
Nejran Airport,AS,SA,EAM
Phifer Airfield,NA,US,EAN
Kearney Regional Airport,NA,US,EAR
San Sebastian Airport,EU,ES,EAS
Pangborn Memorial Airport,NA,US,EAT
Chippewa Valley Regional Airport,NA,US,EAU
Marina Di Campo Airport,EU,IT,EBA
Entebbe International Airport,AF,UG,EBB
El Obeid Airport,AF,SD,EBD
El Bagre Airport,SA,CO,EBG
El Bayadh Airport,AF,DZ,EBH
Esbjerg Airport,EU,DK,EBJ
Erbil International Airport,AS,IQ,EBL
El Borma Airport,AF,TN,EBM
Ebadon Airport,OC,MH,EBN
Ebon Airport,OC,MH,EBO
Webster City Municipal Airport,NA,US,EBS
Saint-��tienne-Bouth̩on Airport,EU,FR,EBU
Ebolowa Airport,AF,CM,EBW
Iosco County Airport,NA,US,ECA
Elizabeth City Regional Airport & Coast Guard Air Station,NA,US,ECG
Echuca Airport,OC,AU,ECH
Costa Esmeralda Airport,NA,NI,ECI
Ercan International Airport,AS,CY,ECN
El Encanto Airport,SA,CO,ECO
Northwest Florida Beaches International Airport,NA,US,ECP
El Charco Airport,SA,CO,ECR
Mondell Field,NA,US,ECS
Cuatro Vientos Airport,EU,ES,ECV
Edna Bay Seaplane Base,NA,US,EDA
El Debba Airport,AF,SD,EDB
Erldunda Airport,OC,AU,EDD
Northeastern Regional Airport,NA,US,EDE
Elmendorf Air Force Base,NA,US,EDF
Edinburgh Airport,EU,GB,EDI
Captain Jack Thomas El Dorado Airport,NA,US,EDK
Eldoret International Airport,AF,KE,EDL
La Roche-sur-Yon Airport,EU,FR,EDM
Bal��kesir K̦rfez Airport,AS,TR,EDO
Erandique Airport,NA,HN,EDQ
Pormpuraaw Airport,OC,AU,EDR
Edwards Air Force Base,NA,US,EDW
Needles Airport,NA,US,EED
Eek Airport,NA,US,EEK
Dillant Hopkins Airport,NA,US,EEN
Ellington Airport,NA,US,EFD
Efogi Airport,OC,PG,EFG
Northeast Kingdom International Airport,NA,US,EFK
Kefallinia Airport,EU,GR,EFL
Jefferson Municipal Airport,NA,US,EFW
Engati Airstrip,OC,PG,EGA
Bergerac-Roumani̬re Airport,EU,FR,EGC
Eagle County Regional Airport,NA,US,EGE
El Gora Airport,AF,EG,EGH
Duke Field,NA,US,EGI
Negele Airport,AF,ET,EGL
Sege Airport,OC,SB,EGM
Geneina Airport,AF,SD,EGN
Belgorod International Airport,EU,RU,EGO
Maverick County Memorial International Airport,NA,US,EGP
Egilssta̡ir Airport,EU,IS,EGS
Eagle River Union Airport,NA,US,EGV
Egegik Airport,NA,US,EGX
El Bolson Airport,SA,AR,EHL
Cape Newenham LRRS Airport,NA,US,EHM
Rentschler Heliport,NA,US,EHT
Eisenach-Kindel Airport,EU,DE,EIB
Yeniseysk Airport,AS,RU,EIE
Einasleigh Airport,OC,AU,EIH
Yeysk Airport,EU,RU,EIK
Eielson Air Force Base,NA,US,EIL
Eindhoven Airport,EU,NL,EIN
Terrance B. Lettsome International Airport,NA,VG,EIS
Ein Yahav Airfield,AS,IL,EIY
Yarigu�_es Airport,SA,CO,EJA
Al Wajh Domestic Airport,AS,SA,EJH
Ejin Banner-Taolai Airport,AS,CN,EJN
Enejit Airport,OC,MH,EJT
Murray Field,NA,US,EKA
Ekibastuz Airport,AS,KZ,EKB
Elkedra Airport,OC,AU,EKD
Elkhart Municipal Airport,NA,US,EKI
Elkins-Randolph Co-Jennings Randolph Field,NA,US,EKN
Elko Regional Airport,NA,US,EKO
Shakhtyorsk Airport,AS,RU,EKS
Eskilstuna Airport,EU,SE,EKT
Addington Field,NA,US,EKX
Eagle Lake Airport,NA,US,ELA
Las Flores Airport,SA,CO,ELB
Elcho Island Airport,OC,AU,ELC
South Arkansas Regional At Goodwin Field,NA,US,ELD
EL Real Airport,NA,PA,ELE
El Fasher Airport,AF,SD,ELF
El Golea Airport,AF,DZ,ELG
North Eleuthera Airport,NA,BS,ELH
Elim Airport,NA,US,ELI
El Recreo Airport,SA,CO,ELJ
Elk City Regional Business Airport,NA,US,ELK
Ellisras Matimba Airport,AF,ZA,ELL
Elmira Corning Regional Airport,NA,US,ELM
Bowers Field,NA,US,ELN
El Dorado Airport,SA,AR,ELO
El Paso International Airport,NA,US,ELP
Gassim Airport,AS,SA,ELQ
Elelim Airport,AS,ID,ELR
Ben Schoeman Airport,AF,ZA,ELS
El Tor Airport,AS,EG,ELT
Guemar Airport,AF,DZ,ELU
Elfin Cove Seaplane Base,NA,US,ELV
Ellamar Seaplane Base,NA,US,ELW
Isla de Tigre  Heliport,SA,VE,ELX
Ely Airport Yelland Field,NA,US,ELY
"Wellsville Municipal Arpt,Tarantine Field",NA,US,ELZ
East Midlands Airport,EU,GB,EMA
Emerald Airport,OC,AU,EMD
Emden Airport,EU,DE,EME
Empangeni Airport,AF,ZA,EMG
Emirau Airport,OC,PG,EMI
Emmonak Airport,NA,US,EMK
Emmen Air Base,EU,CH,EML
Kemmerer Municipal Airport,NA,US,EMM
N̩ma Airport,AF,MR,EMN
Emo River Airstrip,OC,PG,EMO
Emporia Municipal Airport,NA,US,EMP
Embessa Airport,OC,PG,EMS
San Gabriel Valley Airport,NA,US,EMT
El Maiten Airport,SA,AR,EMX
El Minya Airport,AF,EG,EMY
Kenai Municipal Airport,NA,US,ENA
Eneabba Airport,OC,AU,ENB
Nancy-Essey Airport,EU,FR,ENC
Vance Air Force Base,NA,US,END
Ende (H Hasan Aroeboesman) Airport,AS,ID,ENE
Enontekio Airport,EU,FI,ENF
Enshi Airport,AS,CN,ENH
El Nido Airport,AS,PH,ENI
El Naranjo Airport,NA,GT,ENJ
St Angelo Airport,EU,GB,ENK
Centralia Municipal Airport,NA,US,ENL
Nenana Municipal Airport,NA,US,ENN
Encarnaci�_n Airport,SA,PY,ENO
Twente Airport,EU,NL,ENS
Eniwetok Airport,OC,MH,ENT
Akanu Ibiam International Airport,AF,NG,ENU
Wendover Airport,NA,US,ENV
Kenosha Regional Airport,NA,US,ENW
Yan'an Ershilipu Airport,AS,CN,ENY
Enrique Olaya Herrera Airport,SA,CO,EOH
Eday Airport,EU,GB,EOI
Keokuk Municipal Airport,NA,US,EOK
El Dorado Airport,SA,VE,EOR
Elorza Airport,SA,VE,EOZ
El Palomar Airport,SA,AR,EPA
Browns Airport,NA,US,EPG
Ephrata Municipal Airport,NA,US,EPH
��pinal-Mirecourt Airport,EU,FR,EPL
Esperance Airport,OC,AU,EPR
Samana El Portillo Airport,NA,DO,EPS
Eliptamin Airport,OC,PG,EPT
P�_rnu Airport,EU,EE,EPU
Brigadier Antonio Parodi Airport,SA,AR,EQS
Erigavo Airport,AF,SO,ERA
Ernabella Airport,OC,AU,ERB
Erzincan Airport,AS,TR,ERC
Berdyansk Airport,EU,UA,ERD
Erave Airport,OC,PG,ERE
Erfurt Airport,EU,DE,ERF
Yerbogachen Airport,AS,RU,ERG
Moulay Ali Cherif Airport,AF,MA,ERH
Erie International Tom Ridge Field,NA,US,ERI
Erenhot Saiwusu International Airport,AS,CN,ERL
Erechim Airport,SA,BR,ERM
Eirunep̩ Airport,SA,BR,ERN
Elrose Airport,OC,AU,ERQ
Errol Airport,NA,US,ERR
Eros Airport,AF,NA,ERS
Erdenet Airport,AS,MN,ERT
Erume Airport,OC,PG,ERU
Kerrville Municipal Louis Schreiner Field,NA,US,ERV
Erzurum International Airport,AS,TR,ERZ
Esa'ala Airport,OC,PG,ESA
Esenbo��a International Airport,AS,TR,ESB
Delta County Airport,NA,US,ESC
Orcas Island Airport,NA,US,ESD
Ensenada International Airport,NA,MX,ESE
Esler Regional Airport,NA,US,ESF
Dr. Luis Maria Arga̱a International Airport,SA,PY,ESG
Shoreham Airport,EU,GB,ESH
Espinosa Airport,SA,BR,ESI
Eski��ehir Air Base,AS,TR,ESK
Elista Airport,EU,RU,ESL
General Rivadeneira Airport,SA,EC,ESM
Easton Newnam Field,NA,US,ESN
Ohkay Owingeh Airport,NA,US,ESO
Birchwood-Pocono Airport,NA,US,ESP
Stroudsburg Pocono Airport,NA,US,ESP
Ricardo Garc�_a Posada Airport,SA,CL,ESR
Essen Mulheim Airport,EU,DE,ESS
Estherville Municipal Airport,NA,US,EST
Mogador Airport,AF,MA,ESU
Easton State Airport,NA,US,ESW
West Bend Municipal Airport,NA,US,ETB
Etadunna Airport,OC,AU,ETD
Metema Airport,AF,ET,ETE
Eilat Airport,AS,IL,ETH
Eastland Municipal Airport,NA,US,ETN
Santa Rosa International Airport,SA,EC,ETR
Enterprise Municipal Airport,NA,US,ETS
Metz-Nancy-Lorraine Airport,EU,FR,ETZ
Kaufana Airport,OC,TO,EUA
Eucla Airport,OC,AU,EUC
Eureka Airport,NA,US,EUE
Weedon Field,NA,US,EUF
Mahlon Sweet Field,NA,US,EUG
Neum�_nster Airport,EU,DE,EUM
Hassan I Airport,AF,EH,EUN
Paratebueno Airport,SA,CO,EUO
Evelio Javier Airport,AS,PH,EUQ
F. D. Roosevelt Airport,NA,BQ,EUX
Ben Bruce Memorial Airpark,NA,US,EVA
Eva Downs Airport,OC,AU,EVD
"Harstad/Narvik Airport, Evenes",EU,NO,EVE
Sveg Airport,EU,SE,EVG
Evans Head Aerodrome,OC,AU,EVH
Eveleth Virginia Municipal Airport,NA,US,EVM
Zvartnots International Airport,AS,AM,EVN
Evansville Regional Airport,NA,US,EVV
Evanston-Uinta County Airport-Burns Field,NA,US,EVW
��vreux-Fauville (BA 105) Air Base,EU,FR,EVX
New Bedford Regional Airport,NA,US,EWB
Ewer Airport,AS,ID,EWE
Enarotali Airport,AS,ID,EWI
Newton City-County Airport,NA,US,EWK
Coastal Carolina Regional Airport,NA,US,EWN
Ewo Airport,AF,CG,EWO
Newark Liberty International Airport,NA,US,EWR
RAF Greenham Common,EU,GB,EWY
Excursion Inlet Seaplane Base,NA,US,EXI
Exmouth Airport,OC,AU,EXM
Exeter International Airport,EU,GB,EXT
Beloyarskiy Airport,EU,RU,EYK
Y̩liman̩ Airport,AF,ML,EYL
El Yopal Airport,SA,CO,EYP
Yerington Municipal Airport,NA,US,EYR
Eliye Springs Airport,AF,KE,EYS
Key West International Airport,NA,US,EYW
Ministro Pistarini International Airport,SA,AR,EZE
Elaz���� Airport,AS,TR,EZS
Berezovo Airport,AS,RU,EZV
Faranah Airport,AF,GN,FAA
Farnborough Airport,EU,GB,FAB
Faaite Airport,OC,PF,FAC
Vagar Airport,EU,FO,FAE
Felker Army Air Field,NA,US,FAF
Fagurh�_lsm�_ri Airport,EU,IS,FAG
Farah Airport,AS,AF,FAH
Fairbanks International Airport,NA,US,FAI
Diego Jimenez Torres Airport,NA,PR,FAJ
False Island Seaplane Base,NA,US,FAK
Falcon State Airport,NA,US,FAL
Farmington Regional Airport,NA,US,FAM
Lista Airport,EU,NO,FAN
Faro Airport,EU,PT,FAO
Frieda River Airport,OC,PG,FAQ
Hector International Airport,NA,US,FAR
F��skr̡̼sfj̦r̡ur Airport,EU,IS,FAS
Fresno Yosemite International Airport,NA,US,FAT
Fahud Airport,AS,OM,FAU
Fakarava Airport,OC,PF,FAV
Fayetteville Regional Grannis Field,NA,US,FAY
Fasa Airport,AS,IR,FAZ
Fonte Boa Airport,SA,BR,FBA
Fayzabad Airport,AS,AF,FBD
Francisco Beltṛo Airport,SA,BR,FBE
Simmons Army Air Field,NA,US,FBG
Ladd AAF Airfield,NA,US,FBK
Faribault Municipal Airport-Liz Wall Strohfus Field,NA,US,FBL
Lubumbashi International Airport,AF,CD,FBM
Fort Bridger Airport,NA,US,FBR
Friday Harbor Seaplane Base,NA,US,FBS
"Oslo, Fornebu Airport",EU,NO,FBU
Fairbury Municipal Airport,NA,US,FBY
Glacier Park International Airport,NA,US,FCA
Ficksburg Sentraoes Airport,AF,ZA,FCB
Fresno Chandler Executive Airport,NA,US,FCH
Flying Cloud Airport,NA,US,FCM
Nordholz Naval Airbase,EU,DE,FCN
Leonardo da Vinci���Fiumicino Airport,EU,IT,FCO
Butts AAF (Fort Carson) Air Field,NA,US,FCS
Forrest City Municipal Airport,NA,US,FCY
Fundaci�_n Airport,SA,CO,FDA
F��rde Airport,EU,NO,FDE
Martinique Aim̩ C̩saire International Airport,NA,MQ,FDF
Friedrichshafen Airport,EU,DE,FDH
Frederick Municipal Airport,NA,US,FDK
San Fernando Airport,SA,AR,FDO
Frederick Regional Airport,NA,US,FDR
Bandundu Airport,AF,CD,FDU
Findlay Airport,NA,US,FDY
Fetlar Airport,EU,GB,FEA
Sanfebagar Airport,AS,NP,FEB
Jọo Durval Carneiro Airport,SA,BR,FEC
Fergana International Airport,AS,UZ,FEG
Feij�_ Airport,SA,BR,FEJ
Ferkessedougou Airport,AF,CI,FEK
F�_rstenfeldbruck Air Base,EU,DE,FEL
Fernando de Noronha Airport,SA,BR,FEN
Albertus Airport,NA,US,FEP
Fremont Municipal Airport,NA,US,FET
Francis E Warren Air Force Base,NA,US,FEW
Sa��ss Airport,AF,MA,FEZ
First Flight Airport,NA,US,FFA
RAF Fairford,EU,GB,FFD
Fairfield Municipal Airport,NA,US,FFL
Fergus Falls Municipal Airport - Einar Mickelson Field,NA,US,FFM
Wright-Patterson Air Force Base,NA,US,FFO
Capital City Airport,NA,US,FFT
Futaleuf̼ Airport,SA,CL,FFU
Fderik Airport,AF,MR,FGD
Fagali'i Airport,OC,WS,FGI
Fox Heliport,OC,NZ,FGL
Fangatau Airport,OC,PF,FGU
Sierra Vista Municipal Libby Army Air Field,NA,US,FHU
Fakahina Airport,OC,PF,FHZ
Elizabeth Field,NA,US,FID
Fair Isle Airport,EU,GB,FIE
Fria Airport,AF,GN,FIG
Ndjili International Airport,AF,CD,FIH
Finke Airport,OC,AU,FIK
Fillmore Municipal Airport,NA,US,FIL
Finschhafen Airport,OC,PG,FIN
Five Finger CG Heliport,NA,US,FIV
Fitzroy Crossing Airport,OC,AU,FIZ
Fujairah International Airport,AS,AE,FJR
Karlsruhe Baden-Baden Airport,EU,DE,FKB
Bangoka International Airport,AF,CD,FKI
Fukui Airport,AS,JP,FKJ
Venango Regional Airport,NA,US,FKL
Franklin Municipal-John Beverly Rose Airport,NA,US,FKN
Fakfak Airport,AS,ID,FKQ
Fukushima Airport,AS,JP,FKS
Gustavo Artunduaga Paredes Airport,SA,CO,FLA
Cangapara Airport,SA,BR,FLB
Fond du Lac County Airport,NA,US,FLD
Fort Lee Army Airfield,NA,US,FLE
Flensburg-Sch�_ferhaus Airport,EU,DE,FLF
Flagstaff Pulliam Airport,NA,US,FLG
Flotta Isle Airport,EU,GB,FLH
Holt Airport,EU,IS,FLI
Fort Lauderdale Hollywood International Airport,NA,US,FLL
Filadelfia Airport,SA,PY,FLM
Herc�_lio Luz International Airport,SA,BR,FLN
Florence Regional Airport,NA,US,FLO
Marion County Regional Airport,NA,US,FLP
Peretola Airport,EU,IT,FLR
Flinders Island Airport,OC,AU,FLS
Flat Airport,NA,US,FLT
Flushing Airport,NA,US,FLU
Sherman Army Air Field,NA,US,FLV
Flores Airport,EU,PT,FLW
Fallon Municipal Airport,NA,US,FLX
Finley Airport,OC,AU,FLY
Dr Ferdinand Lumban Tobing Airport,AS,ID,FLZ
Formosa Airport,SA,AR,FMA
Five Mile Airport,NA,US,FMC
Tipton Airport,NA,US,FME
Flamingo Airport,NA,CR,FMG
Cape Cod Coast Guard Air Station,NA,US,FMH
Kalemie Airport,AF,CD,FMI
Memmingen Allgau Airport,EU,DE,FMM
Four Corners Regional Airport,NA,US,FMN
M�_nster Osnabr�_ck Airport,EU,DE,FMO
Fort Madison Municipal Airport,NA,US,FMS
Florence Municipal Airport,NA,US,FMU
Page Field,NA,US,FMY
Lungi International Airport,AF,SL,FNA
Neubrandenburg Airport,EU,DE,FNB
Madeira Airport,EU,PT,FNC
Fane Airport,OC,PG,FNE
Fada N'gourma Airport,AF,BF,FNG
Fincha Airport,AF,ET,FNH
N̨mes-Arles-Camargue Airport,EU,FR,FNI
Pyongyang Sunan International Airport,AS,KP,FNJ
Northern Colorado Regional Airport,NA,US,FNL
Funter Bay Seaplane Base,NA,US,FNR
Bishop International Airport,NA,US,FNT
Oristano-Fenosu Airport,EU,IT,FNU
Foula Airfield,EU,GB,FOA
Fort Bragg Airport,NA,US,FOB
Fuzhou Changle International Airport,AS,CN,FOC
Fort Dodge Regional Airport,NA,US,FOD
Topeka Regional Airport - Forbes Field,NA,US,FOE
"Foggia ""Gino Lisa"" Airport",EU,IT,FOG
Francis S Gabreski Airport,NA,US,FOK
Foumban Nkounja Airport,AF,CM,FOM
Arenal Airport,NA,CR,FON
Kornasoren Airfield,AS,ID,FOO
